Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw-dropping,Longwinded,OK,Obnoxious,Persuasive,Unconvincing,id
0.0274534553487,0.0077837382981,0.00746818134007,0.199852740086,0.153991795519,0.187125276112,0.105816766593,0.116966445777,0.0284001262228,0.0181971179131,0.0330282949406,0.00420742610708,0.0981382139476,0.0115704217945,20
0.0716216216216,0.0527027027027,0.0391891891892,0.0432432432432,0.127027027027,0.102702702703,0.00810810810811,0.104054054054,0.00540540540541,0.159459459459,0.108108108108,0.0567567567568,0.0324324324324,0.0891891891892,21
0.0151534775288,0.0055692267841,0.0126926563917,0.0894961792514,0.312783318223,0.148296852739,0.0551742002331,0.0400207227043,0.0163191296464,0.00427405776454,0.0274575832146,0.0152829944308,0.24103095454,0.0164486465484,22
0.03,0.01,0.2025,0.03375,0.0075,0.16375,0.0425,0.26,0.04125,0.0325,0.04375,0.005,0.11,0.0175,23
0.0186335403727,0.00798580301686,0.0452528837622,0.0958296362023,0.0115350488021,0.264418811003,0.10115350488,0.217391304348,0.0221827861579,0.0266193433895,0.0603371783496,0.00621118012422,0.100266193434,0.0221827861579,25
0.136593591906,0.0382237211917,0.0404721753794,0.11748173131,0.0241708825183,0.035413153457,0.0978077571669,0.183249016301,0.0500281056773,0.0663293985385,0.0331646992693,0.108487914559,0.0112422709387,0.0573355817875,27
0.0142824756291,0.00430741328497,0.0176830650646,0.110405803673,0.146905463614,0.183405123555,0.0872817955112,0.196100657447,0.0194967127635,0.00906823849467,0.0281115393335,0.00702788483337,0.163454998866,0.0124688279302,28
0.00564334085779,0.00338600451467,0.0411963882619,0.202031602709,0.225733634312,0.265237020316,0.0852144469526,0.0197516930023,0.0332957110609,0.0197516930023,0.0220090293454,0.00902934537246,0.0581264108352,0.00959367945824,29
0.0065543071161,0.0224719101124,0.104868913858,0.0786516853933,0.0112359550562,0.279026217228,0.0561797752809,0.0159176029963,0.0252808988764,0.0533707865169,0.0589887640449,0.0224719101124,0.190074906367,0.0749063670412,30
0.0407766990291,0.126213592233,0.0233009708738,0.095145631068,0.0155339805825,0.106796116505,0.0796116504854,0.143689320388,0.0252427184466,0.116504854369,0.073786407767,0.0368932038835,0.00388349514563,0.112621359223,31
0.00673267326733,0.0150495049505,0.0712871287129,0.113267326733,0.138217821782,0.170693069307,0.102574257426,0.049900990099,0.0613861386139,0.0110891089109,0.00594059405941,0.0312871287129,0.193663366337,0.0289108910891,33
0.172981878089,0.0181219110379,0.0922570016474,0.121911037891,0.00658978583196,0.159802306425,0.0263591433278,0.215815485997,0.0247116968699,0.0411861614498,0.0296540362438,0.00823723228995,0.0444810543657,0.0378912685338,34
0.0397877984085,0.0205570291777,0.0198938992042,0.157824933687,0.167771883289,0.177055702918,0.0470822281167,0.118700265252,0.0238726790451,0.0291777188329,0.0411140583554,0.0238726790451,0.0132625994695,0.120026525199,35
0.018539976825,0.0289687137891,0.0475086906141,0.137891077636,0.00231749710313,0.251448435689,0.0162224797219,0.103128621089,0.0370799536501,0.0753186558517,0.0625724217845,0.045191193511,0.0764774044032,0.0973348783314,36
0.0146617794069,0.0289903365545,0.0186604465178,0.216261246251,0.00633122292569,0.234921692769,0.0599800066644,0.118627124292,0.0969676774409,0.0496501166278,0.0379873375541,0.00833055648117,0.0766411196268,0.0319893368877,38
0.0107419932365,0.0366023473244,0.0642530336185,0.144619057092,0.0375969763278,0.0934951263179,0.0533121145813,0.089715536105,0.0624627014124,0.0379948279292,0.0258603540879,0.0234732444798,0.262184205291,0.0576884821961,39
0.281307189542,0.00549019607843,0.0154248366013,0.136470588235,0.00313725490196,0.0559477124183,0.0303267973856,0.139607843137,0.223790849673,0.0269281045752,0.0303267973856,0.0180392156863,0.0143790849673,0.0188235294118,40
0.0701241782323,0.00986121256392,0.0208181154127,0.245434623813,0.0153396639883,0.200876552228,0.0463842220599,0.157414170928,0.0416362308254,0.0379839298758,0.0588020452885,0.00803506208912,0.0661066471877,0.0211833455077,42
0.029702970297,0.00123762376238,0.0148514851485,0.0965346534653,0.0321782178218,0.214108910891,0.143564356436,0.310643564356,0.0111386138614,0.0111386138614,0.0569306930693,0.00247524752475,0.0631188118812,0.0123762376238,43
0.257878151261,0.0015756302521,0.0215336134454,0.102591036415,0.0294117647059,0.00367647058824,0.0299369747899,0.135154061625,0.386729691877,0.00455182072829,0.0129551820728,0.00560224089636,0.00647759103641,0.00192577030812,45
0.231852177739,0.00439947206335,0.0178178618566,0.0956885173779,0.00527936647602,0.00703915530136,0.0409150901892,0.116586009679,0.435107787066,0.00769907611087,0.0145182578091,0.00703915530136,0.00505939287286,0.0109986801584,46
0.024962406015,0.0114285714286,0.0258646616541,0.144360902256,0.033984962406,0.121804511278,0.0727819548872,0.10977443609,0.0387969924812,0.0135338345865,0.0189473684211,0.00571428571429,0.363609022556,0.0144360902256,47
0.00714285714286,0.164285714286,0.00892857142857,0.15,0.00714285714286,0.173214285714,0.15,0.0785714285714,0.0375,0.0571428571429,0.0910714285714,0.0125,0.0214285714286,0.0410714285714,48
0.0918918918919,0.0259459459459,0.0367567567568,0.149189189189,0.0108108108108,0.108108108108,0.191351351351,0.174054054054,0.0583783783784,0.0281081081081,0.0518918918919,0.00648648648649,0.0378378378378,0.0291891891892,49
0.00365296803653,0.0178082191781,0.0292237442922,0.0986301369863,0.0187214611872,0.272146118721,0.113698630137,0.142465753425,0.0561643835616,0.02100456621,0.02100456621,0.00684931506849,0.167579908676,0.0310502283105,51
0.0696746470227,0.0073664825046,0.20349907919,0.036832412523,0.0144260282382,0.0997544505832,0.0251688152241,0.291282995703,0.0699815837937,0.0147329650092,0.0184162062615,0.00890116635973,0.130448127686,0.00951503990178,53
0.0296735905045,0.00771513353116,0.0913946587537,0.0860534124629,0.0106824925816,0.103264094955,0.144807121662,0.342433234421,0.0379821958457,0.0172106824926,0.0207715133531,0.00474777448071,0.0902077151335,0.013056379822,54
0.111111111111,0.00941619585687,0.167608286252,0.0621468926554,0.0112994350282,0.0527306967985,0.0357815442561,0.357815442561,0.0338983050847,0.0225988700565,0.0357815442561,0.00376647834275,0.0734463276836,0.0225988700565,55
0.0971563981043,0.0142180094787,0.0521327014218,0.162322274882,0.00829383886256,0.184834123223,0.0201421800948,0.164691943128,0.107819905213,0.0616113744076,0.0284360189573,0.0130331753555,0.0734597156398,0.0118483412322,56
0.0129589632829,0.0107991360691,0.0215982721382,0.140388768898,0.00215982721382,0.228941684665,0.237580993521,0.105831533477,0.0410367170626,0.0302375809935,0.0518358531317,0.0172786177106,0.060475161987,0.0388768898488,57
0.0165605095541,0.00382165605096,0.100636942675,0.0917197452229,0.00254777070064,0.193630573248,0.0675159235669,0.270063694268,0.0815286624204,0.0127388535032,0.0114649681529,0.00764331210191,0.132484076433,0.00764331210191,58
0.0673076923077,0.0138888888889,0.107905982906,0.0491452991453,0.0288461538462,0.0769230769231,0.0224358974359,0.308760683761,0.0395299145299,0.0438034188034,0.0267094017094,0.034188034188,0.148504273504,0.0320512820513,59
0.128816083395,0.0208488458675,0.125093075205,0.150409530901,0.0990320178704,0.0402084884587,0.0938198064036,0.140729709605,0.10722263589,0.0104244229337,0.0260610573343,0.0268056589724,0.0245718540581,0.00595681310499,60
0.0162774239207,0.0070771408351,0.0169851380042,0.131634819533,0.00566171266808,0.220806794055,0.06652512385,0.263269639066,0.0233545647558,0.0240622788393,0.0481245576787,0.00141542816702,0.163481953291,0.0113234253362,63
0.127208480565,0.00574204946996,0.252650176678,0.0547703180212,0.0401943462898,0.0574204946996,0.0159010600707,0.313604240283,0.0401943462898,0.0128091872792,0.0101590106007,0.0172261484099,0.0406360424028,0.0114840989399,64
0.0320660755496,0.00230778574031,0.00412972185109,0.109680553869,0.0122677031459,0.0546580833232,0.120612170533,0.0562370946192,0.562249483785,0.00668043240617,0.0228349325884,0.00291509777724,0.00935260536864,0.0040082594437,65
0.0439563326809,0.00211505366456,0.0355092550019,0.112242350994,0.204726685146,0.0703091131225,0.0634778838954,0.273275443045,0.053152218179,0.00341561461358,0.0104570355093,0.0018523140789,0.122607427648,0.00290327242154,66
0.00528592023066,0.0312349831812,0.00720807304181,0.161941374339,0.0427679000481,0.382027871216,0.0446900528592,0.0365209034118,0.0345987506007,0.0437289764536,0.0355598270062,0.00576645843345,0.16722729457,0.00144161460836,67
0.0115424973767,0.0262329485834,0.0671563483736,0.0766002098636,0.163693599161,0.11332633788,0.0577124868835,0.156873032529,0.01259181532,0.0508919202518,0.0608604407135,0.0173137460651,0.135886673662,0.0493179433368,68
0.111288180611,0.00345285524568,0.0459495351926,0.200796812749,0.0116865869854,0.143160690571,0.0276228419655,0.221248339973,0.0908366533865,0.0122177954847,0.0111553784861,0.00796812749004,0.101195219124,0.0114209827357,69
0.0298169465937,0.00339686733346,0.0301000188715,0.0509530100019,0.194848084544,0.123702585393,0.0424608416682,0.334214002642,0.0189658426118,0.00245329307416,0.0463294961313,0.00396301188904,0.102283449707,0.0165125495376,70
0.08089163045,0.0145801205664,0.0562175802608,0.0482265526426,0.00336464320763,0.0323846908734,0.0133183793635,0.293845506799,0.0238328893874,0.0399551380906,0.0294406280667,0.0493481003785,0.202439366326,0.112154773588,71
0.0115979381443,0.0257731958763,0.0115979381443,0.127577319588,0.0154639175258,0.422680412371,0.034793814433,0.0708762886598,0.020618556701,0.0515463917526,0.106958762887,0.0167525773196,0.0618556701031,0.0219072164948,72
0.056862745098,0.00980392156863,0.0418300653595,0.0941176470588,0.00653594771242,0.186274509804,0.059477124183,0.313071895425,0.0444444444444,0.0176470588235,0.0333333333333,0.00915032679739,0.107843137255,0.0196078431373,74
0.0223463687151,0.0223463687151,0.120111731844,0.0670391061453,0.00558659217877,0.215083798883,0.0921787709497,0.178770949721,0.0111731843575,0.0530726256983,0.0586592178771,0.0139664804469,0.131284916201,0.00837988826816,75
0.088,0.00260465116279,0.00948837209302,0.236837209302,0.0435348837209,0.102139534884,0.0204651162791,0.0976744186047,0.349953488372,0.00427906976744,0.00818604651163,0.0066976744186,0.017488372093,0.0126511627907,76
0.053264604811,0.0395189003436,0.00171821305842,0.179266895762,0.149484536082,0.085910652921,0.105956471936,0.0303550973654,0.0446735395189,0.0687285223368,0.157502863688,0.0160366552119,0.0154639175258,0.0521191294387,78
0.0097244732577,0.0113452188006,0.0761750405186,0.0875202593193,0.00162074554295,0.220421393841,0.152350081037,0.239870340357,0.0275526742301,0.0259319286872,0.0372771474878,0.0032414910859,0.0988654781199,0.00810372771475,79
0.0121304018196,0.00606520090978,0.0181956027293,0.231235784685,0.0265352539803,0.228961334344,0.0636846095527,0.12433661865,0.13040181956,0.0151630022745,0.0166793025019,0.0121304018196,0.0993176648976,0.0151630022745,80
0.302395209581,0.0179640718563,0.0538922155689,0.0958083832335,0.0299401197605,0.00898203592814,0.0449101796407,0.197604790419,0.0479041916168,0.0119760479042,0.0838323353293,0.0299401197605,0.0149700598802,0.059880239521,81
0.0442721791559,0.00344530577089,0.0589147286822,0.116451335056,0.00361757105943,0.0496124031008,0.159000861326,0.17519379845,0.353488372093,0.00482342807924,0.00964685615848,0.00258397932817,0.0148148148148,0.00413436692506,82
0.0545715653423,0.00622307324079,0.261847774055,0.0832934418382,0.000478697941599,0.0904739109622,0.0105313547152,0.242699856391,0.138343705122,0.0105313547152,0.01196744854,0.00622307324079,0.0708472953566,0.01196744854,84
0.0377192982456,0.00526315789474,0.0859649122807,0.0719298245614,0.0105263157895,0.178070175439,0.0333333333333,0.314912280702,0.0271929824561,0.0394736842105,0.0368421052632,0.00701754385965,0.134210526316,0.0175438596491,85
0.0421933085502,0.010594795539,0.0793680297398,0.0522304832714,0.415985130112,0.0375464684015,0.0522304832714,0.075092936803,0.0104089219331,0.0338289962825,0.0539033457249,0.0455390334572,0.0540892193309,0.0369888475836,86
0.0324748040314,0.00223964165733,0.278835386338,0.114221724524,0.0817469204927,0.036954087346,0.00895856662934,0.291153415454,0.0772676371781,0.00559910414334,0.020156774916,0.00895856662934,0.0246360582307,0.01679731243,89
0.0649546827795,0.00755287009063,0.0664652567976,0.0815709969789,0.00906344410876,0.179758308157,0.0422960725076,0.358006042296,0.00906344410876,0.00604229607251,0.02416918429,0.00604229607251,0.122356495468,0.0226586102719,91
0.0338785550904,0.0026326010962,0.0123861723706,0.183116827068,0.0508825687282,0.209054421475,0.1204522895,0.111259764361,0.155107677701,0.00306417504639,0.00798411807863,0.00224418454102,0.105260886453,0.00267575849122,92
0.015655105973,0.00361271676301,0.0280989081567,0.170439948619,0.0990687219011,0.163375080283,0.0781149646757,0.157835581246,0.0373314065511,0.0117212588311,0.028018625562,0.00859023763648,0.17469492614,0.0234425176622,93
0.0361412288018,0.0166805671393,0.142896858493,0.0756185710314,0.01556852933,0.158465387823,0.0533778148457,0.112037809286,0.0158465387823,0.0455935501807,0.0375312760634,0.0214067278287,0.197386711148,0.0714484292466,94
0.0419080068143,0.0213798977853,0.0452299829642,0.0821124361158,0.0627768313458,0.0620102214651,0.0246166950596,0.336115843271,0.0463373083475,0.0195059625213,0.0301533219761,0.0239352640545,0.17734241908,0.0265758091993,96
0.0198592557252,0.0114503816794,0.0128816793893,0.225489026718,0.0798544847328,0.193821564885,0.0581464694656,0.176586354962,0.0580271946565,0.00793177480916,0.0202170801527,0.00298187022901,0.123986164122,0.00876669847328,97
0.0684602450156,0.00960845544079,0.024261349988,0.276723516695,0.0276243093923,0.137160701417,0.0941628633197,0.147730002402,0.0715829930339,0.0218592361278,0.0194571222676,0.00816718712467,0.0833533509488,0.00984866682681,98
0.471153846154,0.0144230769231,0.0144230769231,0.0745192307692,0.00721153846154,0.00240384615385,0.00480769230769,0.105769230769,0.0432692307692,0.0480769230769,0.120192307692,0.0240384615385,0.0192307692308,0.0504807692308,101
0.0173451327434,0.0304424778761,0.00849557522124,0.20389380531,0.0644247787611,0.216283185841,0.0612389380531,0.0633628318584,0.027610619469,0.0637168141593,0.0899115044248,0.0134513274336,0.0587610619469,0.0810619469027,102
0.0422712933754,0.00725552050473,0.0451104100946,0.0845425867508,0.0230283911672,0.0744479495268,0.125867507886,0.208517350158,0.0640378548896,0.01261829653,0.00788643533123,0.0119873817035,0.282965299685,0.00946372239748,104
0.217,0.009,0.011,0.112,0.157,0.005,0.186,0.116,0.134,0.008,0.018,0.012,0.009,0.006,108
0.415213946117,0.0158478605388,0.0332805071315,0.0475435816165,0.00316957210777,0.0095087163233,0.00316957210777,0.266244057052,0.0760697305864,0.0206022187005,0.0316957210777,0.0158478605388,0.0396196513471,0.0221870047544,109
0.618887015177,0.00505902192243,0.0236087689713,0.0320404721754,0.0101180438449,0.00168634064081,0.00505902192243,0.10455311973,0.0607082630691,0.0151770657673,0.0725126475548,0.0134907251265,0.00674536256324,0.0303541315346,110
0.112575507963,0.0450302031851,0.215815485997,0.054914881933,0.00274574409665,0.0362438220758,0.0192202086766,0.163097199341,0.0153761669412,0.056562328391,0.0313014827018,0.0291048874245,0.0477759472817,0.170236133992,112
0.0251481427952,0.00549212313918,0.219684925567,0.0611360023125,0.0807920219685,0.0708194825842,0.0437924555572,0.198150021679,0.0386616563087,0.0135135135135,0.0106229223876,0.0266657031363,0.170111287758,0.0354097412921,113
0.0158450704225,0.050176056338,0.0334507042254,0.0167253521127,0.504401408451,0.0105633802817,0.0783450704225,0.0167253521127,0.0325704225352,0.0484154929577,0.0572183098592,0.102992957746,0.00176056338028,0.0308098591549,114
0.423312883436,0.0184049079755,0.0204498977505,0.0858895705521,0.102249488753,0.00204498977505,0.0531697341513,0.081799591002,0.0265848670757,0.0040899795501,0.0920245398773,0.0306748466258,0.0040899795501,0.0552147239264,115
0.0121807465619,0.0186640471513,0.0333988212181,0.142829076621,0.0153241650295,0.156777996071,0.0609037328094,0.0899803536346,0.0269155206287,0.0320235756385,0.0404715127701,0.011394891945,0.330844793713,0.0282907662083,116
0.0080831408776,0.00442648190916,0.0754426481909,0.0586989992302,0.166859122402,0.112971516551,0.0288683602771,0.133756735951,0.0232871439569,0.0178983833718,0.0153964588145,0.0315627405697,0.303887605851,0.0188606620477,121
0.04114490161,0.0143112701252,0.0125223613596,0.121645796064,0.0661896243292,0.182468694097,0.118067978533,0.207513416816,0.0178890876565,0.04114490161,0.087656529517,0.0125223613596,0.0232558139535,0.0536672629696,122
0.0244897959184,0.152040816327,0.030612244898,0.0561224489796,0.00612244897959,0.179591836735,0.0204081632653,0.05,0.0163265306122,0.0112244897959,0.104081632653,0.0428571428571,0.0489795918367,0.257142857143,123
0.0113488975357,0.0064850843061,0.0207522697795,0.230544747082,0.075551232166,0.197146562905,0.112516212711,0.168612191958,0.0463683527886,0.0113488975357,0.0129701686122,0.00843060959792,0.0833333333333,0.0145914396887,125
0.0950752393981,0.00273597811218,0.00410396716826,0.224350205198,0.210670314637,0.246238030096,0.0123119015048,0.09439124487,0.0348837209302,0.015047879617,0.0191518467852,0.0102599179207,0.0205198358413,0.0102599179207,126
0.0698113207547,0.00188679245283,0.102830188679,0.0566037735849,0.0103773584906,0.241509433962,0.0320754716981,0.272641509434,0.0358490566038,0.0122641509434,0.0283018867925,0.00377358490566,0.129245283019,0.00283018867925,127
0.0259433962264,0.0141509433962,0.133647798742,0.0432389937107,0.00393081761006,0.172169811321,0.0157232704403,0.279874213836,0.0393081761006,0.0235849056604,0.0235849056604,0.0220125786164,0.154088050314,0.0487421383648,128
0.0293617228137,0.00364590928978,0.00286811530796,0.0771474405717,0.00335423654659,0.0306256380341,0.0832725681785,0.0407369597978,0.713917651062,0.00175003645909,0.00573623061592,0.00102085460114,0.00466676389091,0.00189587283068,129
0.15690376569,0.028870292887,0.0259414225941,0.0723849372385,0.115481171548,0.063179916318,0.0196652719665,0.357322175732,0.0133891213389,0.01589958159,0.0355648535565,0.0108786610879,0.0635983263598,0.0209205020921,130
0.0798771121352,0.00512032770097,0.0230414746544,0.148489503328,0.165386584741,0.0609318996416,0.226830517153,0.0885816692268,0.0829493087558,0.00716845878136,0.0450588837686,0.00409626216078,0.0235535074245,0.0389144905274,131
0.0416666666667,0.031862745098,0.0220588235294,0.134803921569,0.00245098039216,0.142156862745,0.105392156863,0.0392156862745,0.200980392157,0.0441176470588,0.100490196078,0.0367647058824,0.0122549019608,0.0857843137255,139
0.0156338598623,0.00234912920211,0.0225192385581,0.0974483596598,0.077035236938,0.115593357635,0.0562170919401,0.122559740786,0.413608748481,0.00218712029162,0.00502227622519,0.00145808019441,0.065451599838,0.00291616038882,140
0.0110348209907,0.00514958312898,0.166993624326,0.100784698382,0.00662089259441,0.0502697400687,0.039234919078,0.156449239823,0.367336929868,0.00809220205983,0.0115252574792,0.0134870034331,0.0478175576263,0.0152035311427,141
0.027460920997,0.00718208703,0.00802703844529,0.355302070131,0.0168990283059,0.350654837347,0.0621039290241,0.0485847063794,0.0312632023659,0.0228136882129,0.0460498521335,0.00211237853823,0.0168990283059,0.00464723278411,145
0.060413354531,0.00503444621092,0.00927397986222,0.148383677795,0.0230524642289,0.0535241123476,0.161367249603,0.117117117117,0.339957604663,0.018018018018,0.0217276099629,0.00476947535771,0.0238473767886,0.0135135135135,146
0.192961644919,0.0104784499802,0.00454725187821,0.170027678924,0.0110715697904,0.0788849347568,0.0464610517991,0.075523922499,0.345986555951,0.0290628706999,0.0209568999605,0.00276789244761,0.00553578489522,0.00573349149862,147
0.0293699668404,0.0172903837044,0.0068687825675,0.0836096636665,0.506158218854,0.0139744197063,0.180720037897,0.0161061108479,0.0191852202748,0.0158692562766,0.0495026054003,0.0123164377072,0.0156324017054,0.0333964945523,148
0.035752979415,0.011917659805,0.0552546045504,0.0130010834236,0.422535211268,0.044420368364,0.104008667389,0.0975081256771,0.00650054171181,0.00975081256771,0.068255687974,0.0541711809317,0.0281690140845,0.0487540628386,149
0.0233362143475,0.0112359550562,0.205704407952,0.0579083837511,0.0207433016422,0.18841832325,0.0242005185825,0.227312013829,0.0458081244598,0.0146931719965,0.0259291270527,0.009507346586,0.131374243734,0.0138288677615,151
0.0117395944504,0.00586979722519,0.0490928495197,0.0181430096051,0.00480256136606,0.0693703308431,0.0144076840982,0.093916755603,0.0202774813234,0.017075773746,0.008537886873,0.0122732123799,0.65848452508,0.0160085378869,152
0.0773694390716,0.00483558994197,0.140232108317,0.0826885880077,0.0164410058027,0.0232108317215,0.118471953578,0.441489361702,0.0517408123791,0.00725338491296,0.0193423597679,0.00241779497099,0.0101547388781,0.00435203094778,153
0.0733893557423,0.00224089635854,0.155742296919,0.053781512605,0.00280112044818,0.084593837535,0.0257703081232,0.408963585434,0.0263305322129,0.0240896358543,0.0285714285714,0.000560224089636,0.0997198879552,0.0134453781513,156
0.0725047080979,0.00659133709981,0.10922787194,0.0715630885122,0.00564971751412,0.143126177024,0.0414312617702,0.330508474576,0.0282485875706,0.0131826741996,0.0329566854991,0.00564971751412,0.125235404896,0.0141242937853,157
0.438337801609,0.00670241286863,0.0804289544236,0.0522788203753,0.0214477211796,0.0201072386059,0.0174262734584,0.260053619303,0.044235924933,0.0107238605898,0.0227882037534,0.00134048257373,0.0174262734584,0.00670241286863,158
0.00873362445415,0.00655021834061,0.0337435490274,0.132989281461,0.00655021834061,0.232830488289,0.0260023818976,0.0845573640333,0.019452163557,0.0206431123462,0.0279872965462,0.0174672489083,0.337038507344,0.0454545454545,163
0.0178913738019,0.0274760383387,0.0172523961661,0.279872204473,0.0217252396166,0.162939297125,0.187220447284,0.107987220447,0.0645367412141,0.0166134185304,0.0345047923323,0.00766773162939,0.0127795527157,0.0415335463259,165
0.00678349349915,0.00621820237422,0.0423968343697,0.193894855851,0.123233465235,0.235161107971,0.0390050876201,0.0644431882419,0.0497456189938,0.032221594121,0.0310910118711,0.00904465799887,0.0842283776145,0.0825325042397,167
0.0455373406193,0.0145719489982,0.0373406193078,0.255009107468,0.0245901639344,0.323315118397,0.0191256830601,0.126593806922,0.0209471766849,0.028233151184,0.0464480874317,0.00182149362477,0.0336976320583,0.0227686703097,168
0.050930460333,0.00293829578844,0.0666013712047,0.0832517140059,0.0391772771792,0.114593535749,0.0333006856024,0.379040156709,0.0166503428012,0.0381978452498,0.052889324192,0.0205680705191,0.0744368266405,0.0274240940255,170
0.0543278084715,0.02394106814,0.301104972376,0.0561694290976,0.000920810313076,0.127992633517,0.0174953959484,0.175874769797,0.0589318600368,0.0313075506446,0.024861878453,0.0220994475138,0.0441988950276,0.060773480663,171
0.0652260904362,0.0544217687075,0.0104041616647,0.0992396958784,0.243697478992,0.0656262505002,0.0720288115246,0.151260504202,0.00800320128051,0.0724289715886,0.0572228891557,0.0180072028812,0.0180072028812,0.0644257703081,172
0.0374862183021,0.018743109151,0.013230429989,0.121278941566,0.0154355016538,0.179713340684,0.0628445424476,0.174200661521,0.0341786108049,0.131201764057,0.0970231532525,0.0220507166483,0.0672546857773,0.0253583241455,174
0.0349099099099,0.0146396396396,0.0202702702703,0.155405405405,0.118243243243,0.123873873874,0.181306306306,0.165540540541,0.0394144144144,0.079954954955,0.0326576576577,0.00337837837838,0.0157657657658,0.0146396396396,176
0.0337995337995,0.02331002331,0.0582750582751,0.0641025641026,0.002331002331,0.193473193473,0.016317016317,0.231934731935,0.032634032634,0.106060606061,0.048951048951,0.011655011655,0.0559440559441,0.121212121212,177
0.114377808166,0.00136745458097,0.00625122094159,0.164778277007,0.00449306505177,0.0817542488767,0.00673959757765,0.108907989842,0.482711467083,0.00595819495995,0.0103535846845,0.0023442078531,0.00752100019535,0.00244188318031,178
0.0198123044838,0.00417101147028,0.0724713242961,0.168925964546,0.112617309698,0.124608967675,0.0276329509906,0.33889468196,0.0260688216893,0.029197080292,0.0333680917623,0.00469238790407,0.0203336809176,0.0172054223149,181
0.114889705882,0.116727941176,0.0248161764706,0.0992647058824,0.216911764706,0.0220588235294,0.0450367647059,0.110294117647,0.0119485294118,0.103860294118,0.046875,0.0211397058824,0.00735294117647,0.0588235294118,182
0.0158061116965,0.0684931506849,0.0126448893572,0.267650158061,0.0347734457323,0.140147523709,0.199157007376,0.0684931506849,0.103266596417,0.00948366701791,0.0400421496312,0.00632244467861,0.0105374077977,0.0231822971549,183
0.0167697964308,0.00224195139449,0.00654649807192,0.316384180791,0.0546139359699,0.196753654381,0.122410546139,0.0788270110304,0.154784324276,0.00376647834275,0.00672585418348,0.00143484889248,0.036229934535,0.00251098556183,184
0.0340775558167,0.0105757931845,0.151586368978,0.0834312573443,0.00235017626322,0.237367802585,0.0552291421857,0.196239717979,0.0376028202115,0.0411280846063,0.0364277320799,0.00470035252644,0.0799059929495,0.0293772032902,185
0.0134464542981,0.00544261245398,0.0646710421002,0.0917240275332,0.039218825036,0.157195453818,0.0531455098447,0.166800064031,0.0251320633904,0.010885224908,0.0123259164399,0.00656315031215,0.342084200416,0.0113654554186,187
