Live Music,Celebrating TEDWomen,Whipsmart Comedy,Listening to Teachers,Spectacular Performance,Ocean Wonders,"Bold Predictions, Stern Warnings",What Makes Us Happy?,Media With Meaning,"Technology, History and Destiny",How the Mind Works,Talks from TED Fellows,Medicine Without Borders,Hidden Gems,War and Peace,The Rise of Collaboration,TED Prize Winners,Evolution's Genius,Unconventional Explanations,What's Next in Tech,Presentation Innovation,Words About Words,Numbers at Play,Women Reshaping the World,Art Unusual,Not Business as Usual,To Boldly Go ...,Architectural Inspiration,Africa: The Next Chapter,TED in 3 Minutes,Tales of Invention,Inspired by Nature,Is There a God?,Design That Matters,Food Matters,How We Learn,Master Storytellers,Animals That Amaze,The Power of Cities,A Greener Future?,The Creative Spark,Peering into Space,Best of the Web,Rethinking Poverty,The Charter for Compassion,Might You Live a Great Deal Longer?,Mission Blue Voyage,life,percent,question,story,idea,part,place,fact,example,problem,bit,kind,today,like,show,feel,should,leave,live,understand,talk,ask,become,change,global issues,science,culture,new,humor,entertainment,speaker_gender,talk_length,num_paragraph,words_per_sec,laughter_per_word,laughter_as_paragraph,applause_total,interjections_per_word,Ithink,story_words
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.353553390593,0.353553390593,0.353553390593,0.353553390593,0.0,0.0,0.353553390593,0.353553390593,0.353553390593,0.0,0.353553390593,0.353553390593,0.0,0.353553390593,0.353553390593,0.353553390593,0.0,0.353553390593,0.0,0.353553390593,0.353553390593,1.0,1.0,1.0,1.0,1.0,0.0,0.615755987189,0.410338629227,-0.431632522023,-0.622861410904,0.791543972481,-0.170526354022,0.919288221922,1.51645114739,-0.429866293076,0.827899868516
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.333333333333,0.0,0.333333333333,0.0,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.62401993778,0.222702563613,0.147985350918,0.681982238877,0.0940855515106,0.374802715611,-0.586696218473,0.0943736966185,1.63295437084,-0.776678790792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.316227766017,0.316227766017,0.316227766017,0.0,0.316227766017,0.0,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.0,0.316227766017,0.316227766017,0.377964473009,0.377964473009,0.0,0.377964473009,0.0,0.377964473009,0.377964473009,0.0,0.377964473009,0.377964473009,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.615755987189,0.857778478,-0.115477318601,-0.631746850997,-0.465347788876,-0.352302710566,-0.586696218473,1.66792366645,0.0858388729041,0.560470091964
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.0,0.353553390593,0.353553390593,0.353553390593,0.353553390593,0.0,0.0,0.353553390593,0.353553390593,0.353553390593,0.353553390593,0.0,1.0,0.0,0.0,0.0,0.0,0.615755987189,1.01077403919,0.200677884822,0.106753889929,-0.102898638049,0.193026359067,-0.0847014050081,1.84680670902,2.14865953682,-0.776678790792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.353553390593,0.353553390593,0.0,0.353553390593,0.353553390593,0.0,0.0,0.353553390593,0.0,0.353553390593,0.0,0.353553390593,0.0,0.408248290464,0.0,0.408248290464,0.0,0.408248290464,0.408248290464,0.0,0.408248290464,0.0,0.408248290464,0.0,1.0,0.0,0.0,0.0,0.0,0.615755987189,0.522920268596,-0.220862386408,-0.118570303573,-0.347634460528,-0.170526354022,-1.08869103194,-0.0232997349678,0.343691455894,-0.776678790792
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.316227766017,0.0,0.316227766017,0.316227766017,0.316227766017,0.0,0.0,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.408248290464,0.408248290464,0.408248290464,0.0,0.408248290464,0.0,0.408248290464,0.0,0.0,0.408248290464,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.615755987189,1.31387845288,0.200677884822,0.0876561434563,2.51280315135,5.46454069885,4.93524672964,1.04855558416,-0.172013710086,-0.509249014241
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353553390593,0.0,0.0,0.353553390593,0.0,0.353553390593,0.353553390593,0.0,0.353553390593,0.353553390593,0.353553390593,0.353553390593,0.0,0.333333333333,0.0,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.615755987189,1.08871517414,-1.22202053058,0.35668661439,-0.136386924566,0.374802715611,0.417293408457,1.90141069569,1.37510178785,-0.509249014241
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4472135955,0.4472135955,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135955,0.0,0.0,0.4472135955,0.4472135955,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.615755987189,-1.79799352762,-0.905865327156,1.59997980992,-0.107722471814,-0.534079067111,-1.08869103194,4.39774098906,-0.687718876066,-0.776678790792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.301511344578,0.301511344578,0.301511344578,0.301511344578,0.301511344578,0.301511344578,0.0,0.301511344578,0.301511344578,0.0,0.301511344578,0.301511344578,0.301511344578,0.333333333333,0.333333333333,0.0,0.333333333333,0.333333333333,0.333333333333,0.0,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.0,1.0,0.0,0.0,0.0,0.0,-1.62401993778,0.877985438912,-0.378939988119,0.107003830471,-0.583726177406,-0.534079067111,-0.586696218473,3.46641683312,-0.429866293076,0.293040315413
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316227766017,0.0,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.0,0.316227766017,0.0,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.0,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.316227766017,0.0,0.0,1.0,0.0,0.0,0.0,0.615755987189,1.43512021835,1.46529869851,-0.655150624272,1.53115776027,3.10144806378,0.417293408457,1.40833774807,1.89080695383,0.0256105388619
