0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0145226143779,0.0261904242533,0.179155262315,0.0521973040467,0.0236155988612,0.0408427695953,0.0501975691214,0.0219137305969,0.0841809761645,0.0879901569395,0.0,0.0117054884739,0.034217165967,0.0290122339667,0.083197011639,0.0176193907915,0.0132283701309,0.0109642489847,0.019457721817,0.0635566704969,0.028674828305,0.022813374204,0.047183740337,0.0160874533436,0.0125178763736
0.0,0.0124189079179,0.145300186516,0.0247184642314,0.0125538840422,0.0127558479717,0.0215598373012,0.0133650627571,0.0120787398546,0.0339686301077,0.0444660201091,0.0136732051441,0.0266558568198,0.0200464390927,0.161908443431,0.0247167591302,0.0271690174604,0.0590431961548,0.156393825735,0.0302065318261,0.0297823660482,0.0,0.0195971158702,0.0177765667396,0.0602922492572
0.0121055859963,0.0332073234119,0.0156042011791,0.181651271681,0.0172569069873,0.0216261991398,0.024348966787,0.0235584165485,0.0110513420446,0.0,0.0118701931096,0.0285137296055,0.0222553133849,0.0482212353883,0.277063057324,0.0769995650253,0.0112809411239,0.0107149811341,0.0,0.0832830550694,0.0183047279733,0.0,0.0128175341782,0.0128720016203,0.0183457727882
0.129876652345,0.0259610968194,0.0654989030254,0.0393836256419,0.0,0.207305392339,0.0161031746346,0.0168515061651,0.0170347795824,0.0403826142785,0.0,0.0,0.0197220457238,0.0416040588575,0.100021873694,0.0314547942221,0.0,0.0542984779207,0.0155239237354,0.0604917177491,0.0125771484064,0.0,0.0190628188224,0.0,0.0324683545294
0.0643205196832,0.0,0.0980735598893,0.0533000270853,0.0,0.0199486613213,0.0119304839862,0.0103986842318,0.0175301821933,0.0,0.0161384110679,0.0425963555907,0.0112531203813,0.0347763384977,0.0171591474354,0.0147021083454,0.37914424199,0.0342231097407,0.0240385517381,0.0543340768341,0.0101144780992,0.0,0.0263332893306,0.016865056407,0.0
0.0102707148433,0.0219840648793,0.0206125818392,0.0399422362987,0.0,0.0413332664164,0.0959505529598,0.0230704456245,0.112208620712,0.170914644658,0.0,0.0200861037709,0.0,0.0356321876761,0.0253196913268,0.0116975631686,0.0,0.168545702441,0.0,0.0136649175438,0.0200379076625,0.0368109310881,0.0729636112086,0.0117958054246,0.0130506126664
0.0299080002167,0.0129442614898,0.280226879762,0.0400829990838,0.0224159363574,0.0518073051313,0.0239264193171,0.0146101506379,0.0145935108318,0.0559581930081,0.0,0.0,0.231061712494,0.0106302967384,0.0148173480304,0.0125454302999,0.0,0.040706957551,0.0170090644245,0.0190123824617,0.0129011968342,0.012111124585,0.0202153638202,0.0233067456138,0.012779185403
0.0184349660694,0.0205663244427,0.0252431572254,0.0491390873478,0.0229418821045,0.0209477277882,0.0248115806293,0.0247811209477,0.0260109575347,0.0204823376018,0.231098839868,0.0182507313319,0.0222868731841,0.0211604469587,0.126783212924,0.0285316251788,0.105451350881,0.0256915835282,0.0259434536983,0.0214886473732,0.0185300525807,0.0198992520093,0.0265104789012,0.016908576041,0.0381057338498
0.0246590965872,0.0129870645326,0.0111176359068,0.0118384903853,0.0107393470203,0.0306995827038,0.0,0.0181370530395,0.0127971821328,0.0106263667229,0.542380999196,0.0214885742805,0.0165730292751,0.0,0.0,0.0182218570088,0.027185194515,0.0143286673791,0.0166900638182,0.0238646445138,0.0478964033148,0.012262566855,0.0670797177967,0.0,0.0139158681947
0.0253538273441,0.0293221580189,0.0219822281675,0.015491981315,0.0253290264588,0.038840925392,0.0438366442513,0.013903345354,0.0142786825205,0.178273444512,0.0,0.0303421500124,0.0589449524896,0.241368126806,0.0124722460824,0.0104140685534,0.0,0.0134631404986,0.0310366822378,0.0382101364166,0.0240554588317,0.0451151803302,0.0299776806564,0.0173810513946,0.024420544083
