0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.0343800667388,,0.0669280655775,,,,,0.0616165997766,0.0226395478359,,,0.42741479898,,0.0108765507912,0.0471763701821,,,,,,,0.0409769324619,,,0.0860694014509,0.0161836786875,,0.103152386747,0.0251301444867,,,,,,,,0.0192742037334,,0.028299670997,
,0.0358318309779,0.0236978771993,0.0220592792968,0.0186650999708,,0.184618652512,0.0518167616797,0.0511680272117,,,0.298471535932,,,,,,0.0685703806937,0.0133895833232,0.0216021624797,,,,,0.0642859958626,,,,,,,0.0607820944419,,,,,,,0.0740298197635,
0.1595031882,,,,,,,,,0.0346334170031,,0.422010787182,0.0103672852002,,0.0360355414917,0.0169406203582,,,,,,,,,,,,,0.145629709933,,,,,,,0.016955480627,,,0.148211575098,
,,0.0710011387561,,,0.0105233188244,,0.0251552149321,,0.0511649715793,,0.377897014367,0.014169162745,0.0650902623664,0.0395880916153,0.0437551780856,,0.143793430549,,,,0.0459574902865,,0.0232337725363,,,,,,,,0.0288921492261,,,,,,0.0451984210553,,
0.0120264394711,,,0.212975491912,,0.0115905103729,0.0260154936846,,,,,,,,0.0119328200986,0.109198954393,,0.0457670833554,,,,,,,0.0552121088271,,,,,0.0441091721335,0.0153008963853,,,,,,0.0372603272867,0.0322072872031,0.0263659854269,0.338780743676
,,0.106122321621,,0.048686652933,,,0.210872675368,,,,0.280271682952,,,0.0295629486079,,,0.0421125173188,,,,,,0.0104918845891,,,,0.0717320531181,,,,0.056154699414,0.0554390274357,,,,0.0719253589893,,,
,,0.0539879815434,,,,,0.0498647667378,0.011551894746,,,0.310737201698,,,0.229059097745,,,0.113207786839,,,,,,0.0224661310723,0.0667062332118,,,0.0602843474897,0.0289827354685,,,,,,,,,0.0366918307077,0.0152328312775,
,0.0211458813331,,0.132278270131,,,,,0.220280444819,0.0741861951037,,0.220291399159,,,,,,,0.108400024205,,,,,,,,,,,,,,,0.0333460267698,,,,,0.183758047748,
,,0.0327720142329,0.0289608472443,,0.104820461758,,,,0.0140667492786,,0.0113083741699,0.0162288605317,,,,,,0.575627203786,0.0131815894127,,,,,,,,0.0169139516508,,0.0114351624319,,0.0538882347389,,0.0330156615365,,,0.0444637298296,,,0.0152648284336
,,0.0993131912637,,0.0589981714194,,,,,,,0.0704587161165,,,0.384991722717,,,,,,0.14658185929,,,,,,,0.173451820858,,,,,,,,0.0127081941141,0.0140961424432,,,0.0182134967859
,,0.06885983505,,0.363510829581,,,0.194074756973,,0.0535405050717,,,0.0788380729728,,0.0250798598285,0.135704309397,,,,,,,,,,,,,,,,0.0695005157342,,,,,,,,
0.0153379659177,,,,,0.0140450340075,,0.0167518506751,,,,0.0994085488557,,,0.0135202258476,,,,,,,,,,,,,0.457322380234,,0.0514123327763,,0.0478618384482,,0.214384573672,0.0178362265998,0.0221468973659,,,0.0156424748738,
,,0.020912234158,0.0115015583424,,,,0.0400510423189,,,,0.0194369751976,,,0.0147458965719,,,,,,,,0.0281171357486,,0.0110071760608,0.0181900248034,,,0.0268688651744,0.686137011964,,,,,,0.0126848428736,0.0160970302507,0.0123247696839,,0.0368028007224
0.0709797005541,0.305950292622,0.0134429774367,,0.0442537236133,,0.0281141639656,,0.089407675646,,0.0268712681611,0.176113616482,,,,0.0381813339286,,,0.010525026577,,,,,,0.0299631829603,,,0.0644315042796,,,,0.0170825429128,,,0.0298039339622,,0.0484459249006,,,
,,0.44852983227,,0.0283982845182,,,0.0382541821861,,,,0.0834061388397,0.0172209676138,,,,,,0.0132718654369,,,,,,,,,0.0577639620817,,0.0193170692356,,0.218451314128,,,,,0.0517343470442,,,
