0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0105717665451,0.0264724661963,0.0,0.0,0.0,0.0,0.0948673614165,0.0182423701636,0.0,0.0,0.019858124604,0.0319432640152,0.142854650164,0.0,0.0,0.0,0.0375664548847,0.0203134986148,0.0,0.183044856718,0.0,0.0266785290335,0.0,0.112380734405,0.0,0.0791571731236,0.0,0.0,0.0341990687472,0.15423063712
0.0,0.0733380970342,0.0,0.098340503093,0.0,0.0,0.0324070176005,0.0,0.0,0.0,0.0,0.0878354949431,0.0,0.0356649455826,0.0,0.0942378809025,0.0356902312678,0.0,0.0341359597198,0.064733800705,0.0,0.0659753339283,0.0,0.0516909677543,0.0,0.0,0.0,0.0,0.20963541425,0.107024212327
0.0,0.0,0.0,0.0,0.0,0.0,0.0854996126479,0.180822146339,0.0,0.0,0.0700375443303,0.0464606690632,0.141041138842,0.0,0.0,0.0167299263788,0.0,0.0,0.0,0.0387580206547,0.0,0.0,0.118733885188,0.0,0.100657174579,0.0333785758594,0.0,0.0,0.155335086676,0.0
0.210007634754,0.0341025380382,0.0,0.0,0.0,0.0,0.0339709157124,0.0434067177691,0.0,0.0784332767297,0.0,0.0328444332642,0.0,0.0,0.0,0.0,0.221512503618,0.0,0.0,0.081728499572,0.0,0.0,0.0247161752549,0.0735101290978,0.049539971608,0.0,0.0,0.0,0.095705509279,0.0
0.0,0.0,0.0,0.0265231159386,0.0,0.308278099834,0.0155732176943,0.0387513059775,0.0,0.14421904594,0.0,0.0434286177067,0.0669482705703,0.0370855456759,0.0,0.0272921100734,0.0281148213211,0.0,0.0256218520822,0.0,0.0,0.0,0.0889179280322,0.0953776700358,0.0,0.0,0.0,0.0,0.0,0.0470195851833
0.0,0.0,0.0,0.0,0.0194806416449,0.0,0.0128503850621,0.0,0.0,0.0,0.0,0.0293945173296,0.064953138771,0.0,0.0,0.0,0.44464932315,0.0233351679618,0.0,0.249636937182,0.0,0.0,0.0,0.0,0.089461541434,0.0263894749734,0.0180313111791,0.0,0.0151344101337,0.0
0.0630861012172,0.0,0.0,0.0346007003951,0.0,0.0,0.017253116706,0.0,0.0,0.0,0.0179281525683,0.145815493835,0.0893684529916,0.0,0.0,0.0,0.0215538513198,0.0,0.0,0.109198593333,0.0296625610761,0.0,0.0250532656217,0.168878477786,0.0,0.0,0.0,0.0,0.0,0.249059291428
0.0,0.0317759455723,0.0,0.0,0.0,0.0,0.0469779757427,0.0,0.0,0.0,0.0484248509058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.530847333006,0.0,0.0,0.145581519871,0.0,0.0,0.0442471295593,0.0,0.0,0.0300381937931,0.115725116974,0.0
0.0,0.0,0.146783459825,0.0,0.0,0.0611474168716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226209929128,0.0,0.274285615565,0.11350219834,0.0,0.0,0.0644715838841,0.104626374253,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295417863079,0.112569586966,0.0,0.0,0.0,0.0,0.0299073929492,0.0,0.34280308153,0.0,0.0,0.0316786296064,0.125785649813,0.0386781075549,0.0,0.013274388131,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349511344055,0.0,0.0,0.0,0.271204507071,0.365697290989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
