0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0673937281594,0.0248044054154,,0.214039524114,0.0205358595171,,0.0155682798108,0.0460120456655,0.176979138876,,0.0294599920025,,0.035488582098,,,,,0.0103379303592,,,,0.0621471870908,,,,0.0511577870845,,0.159113543104,,0.0246766130032
,0.0237384708066,,0.138279776057,,,0.0858861434744,0.0142440141837,0.216506032384,,0.11614283169,0.0459316658609,0.0781715979982,0.02624317378,,0.0583373177213,,,0.0298941570373,,,0.0587380846099,,,,,,0.0568557961319,,
0.150238728451,0.0212880095523,,,,,,0.227537838086,0.437224460527,,,,0.0776981219082,,,,,,,,,,,,,,0.0129479646371,,,
,0.0148892358724,,,,,,0.0198345380344,0.219676928258,,,,0.0666540257233,,,,,,0.0136969081321,,,0.052943194708,,,,,,0.0933984962856,,0.440206142589
0.027198698355,,,0.115975299343,,,,0.0329317428727,0.0144529098786,,,0.0455643547248,0.0335978149135,,,0.0660409992444,,,0.561813477709,,,,,,,,,0.020438809487,,0.0151752377489
0.0254387303748,0.0286211908401,,,0.0289264186289,,,0.0170486844577,0.0519875712836,,,,0.0490896210704,,,,,0.0125841853465,,,,0.0629679515728,,,,,,0.644731656129,,0.0143026233253
0.0268999609681,0.0479797428946,,0.183943865559,,,0.0527291989475,0.0331944422455,0.0418082995413,,0.0136478267734,,0.405613887317,,,,,,,,,0.0204233613024,,,,,,0.0564899702194,,0.0580194608803
0.0101933570783,,,,,,,0.0210139488191,0.217833051482,,0.129947504696,0.164571195304,0.0134199908107,0.223655785638,,0.0111176238908,,,,,,0.0310913702515,,,,,,0.0248551848295,,
,,,,,,,,,0.0110323619145,,0.0309989991709,,0.645001539707,,0.0251465302443,,,0.0702500210372,,,0.122063138039,,,,0.0128953386084,,0.0167263605013,,
0.026500027713,0.0284494939854,,0.0515606803853,0.0260605984581,,,0.013681393248,,,,,0.296421143697,,,0.0267015597428,,,,,,0.143061555982,,,,0.200692987874,0.0140478455809,0.0991159730618,,0.0129332526081
0.0169595660845,0.0278427305748,0.0104686910097,0.0143992966712,0.169026755904,0.0110671586626,0.0120593129298,0.0199038421714,0.0144010960399,0.0113471261447,0.0116285975564,0.0110277595936,0.0317412166011,0.0205954824725,0.0106756968922,0.0140463865309,0.0106496508165,0.0138311805041,0.0384074010269,0.0106756968922,0.0105129447583,0.0197192907558,0.0106756968922,0.0106756968922,0.0106607515593,0.112439721855,0.0524170054144,0.259375807238,0.0106756968922,0.0220927426636
0.129125887418,0.468056224546,,0.0150967105951,,,,0.0119830306896,0.116501970012,,0.0115790469912,,,0.113962254544,,,,,0.0291197073468,,,,,,,0.0301280961639,,0.0222163669788,,
0.0890723481342,,,0.0453917892656,0.0104790495605,,,0.0160676505314,0.0191624646095,0.018873155512,,0.0172296398482,0.0347615217061,,,0.019282435444,,,0.350189331433,,0.0104200981791,0.0182286897997,,,,0.0195041040501,0.0538029239114,0.147439674246,,0.0875949249817
0.185511023114,0.0261797330602,,0.0140534877426,0.0144473102108,,,,0.0931962627519,,0.430826106347,,,0.0174850047595,,,,,,,,0.0430152652893,,,,,0.0657656101255,0.0372076153668,,
0.0145008655822,0.0846396549407,,,0.0225859109168,,,0.0217601634462,,,,,,0.0180663530811,,,,,0.015396342356,,,0.222740845209,,,,0.0635829355061,,0.452965219208,,
0.126441607722,0.0359475870921,0.0106249614495,0.0304732202905,0.0487816134519,,0.0160935921028,0.0314724709844,0.0145130077671,,0.0250862377666,,0.0369544421379,0.0118834205153,,0.0130318448747,,0.0182642511276,0.0172197958196,,,0.0460745588699,,,,0.0977534123952,0.254186695376,0.104475512442,,0.0275747109797
,0.101605038507,0.0414400996631,,0.0431673421726,,0.0190486948277,0.315364811871,,,,,,,,0.0371990989447,,,,,,0.115227679249,,,,0.12010698125,,0.0694779417889,,0.0366898782344
,,,0.0107131293589,0.0592832146562,,0.0136735493701,0.0137091924494,0.0613307166865,,,,0.0556972518461,,,,,,0.105439903496,,,0.0584087319022,,,,0.0141473372687,0.0217953502806,0.537940000556,,
0.0543089343166,0.0223001401224,,0.0300190126312,0.030612300143,,0.0179357853576,,0.0201310214087,,0.0337637597804,,0.39430963535,,,0.0151355382676,,,0.0653640615914,,,0.0442339453571,,,,0.142099716809,0.0378266558754,0.0320089415259,,0.0118562116077
0.0115698371202,,,,0.0142708414209,,,,0.0752599040136,,0.305328272856,0.0167063377519,0.10242501625,,,,,,,,,0.0885054202456,,,,0.0552579692549,,0.249858551628,,0.0132895644154
0.0637911630469,0.0203981667515,,,,,0.0464085260053,0.211011575485,0.250894878268,,0.0124012339393,0.0130939108942,0.0207561091516,,,,,,,,,0.207295355878,,,,0.0465777031057,0.011122248614,0.034816402488,,0.011257201819
0.0665144676675,0.0152512880153,,,,,0.137983823596,0.0129515544219,0.0717170173632,,,0.0391913292043,0.0410650453383,0.211326123432,,,,,,,,0.235337675731,,,,,0.0427313973398,0.0627957232253,,
0.0264562928478,,,,,,0.0141998177352,0.05266884214,,,,,0.689707717596,0.0336677539978,,,,,0.0230689545154,,,0.0226540791341,,,,0.0442205018504,0.0369908414705,,,
0.0635390637726,0.0555716312829,,,,,,0.481866972025,0.0540542369843,,,,0.0364984021331,0.0117694873243,,0.0138258042005,,,,,,0.074228310252,,,,,0.0223176561871,0.0760676802124,,0.0472081130599
0.0562921426359,0.0294049684939,0.0437779256894,0.0307493149324,0.0104931255322,,0.0910066596371,0.089490882131,0.0426607441984,0.0897717423463,,,,,,0.0999019964786,,,,,,0.262213950269,,,,0.0742727751125,,0.0253790675485,,
0.0431618136476,0.026616350111,,,,,,,0.0377540345663,,,0.0132400398866,0.0166644557672,0.056135536853,,,,0.0127183171016,0.411431862188,,,0.133464175851,,,,0.0455653118048,0.0990836507188,0.0365500032457,,0.0143025299237
0.012177072934,0.0317688971079,,0.0404858924446,,,0.406756104872,0.0821986165434,0.0656244652104,0.0147785186551,0.0541925961518,,0.124951182117,,,0.0238907129357,,,,,,0.0518143495549,,,,0.0184979017088,,,,
,,,0.0388278095835,0.0115553528267,,,,0.187235197644,,,,0.0218463534841,0.0854128244984,,,,,0.433827680219,,,,,,,,0.033620657787,0.124619854571,,
0.299877399642,,,,,,,,0.0425056660955,,,0.0675842494187,,0.0991530843736,,,,0.0130834647364,0.341475758334,,,0.0544608830596,,,,,,,,0.0192343583664
,0.0543789120679,,0.0371974457825,,0.0806022602154,,,,0.0133915034991,,,0.019335157693,0.0116761722938,,0.378947705727,,,0.129810133343,,0.0113664203399,,,,,0.016956249897,0.0966167930884,,,0.0529997473658
0.102555828784,,,0.0879631226937,,,,0.0614044478967,0.0175951460221,,,0.0206031974775,,0.0130864312336,,0.0172865355801,,,0.0922832634992,,,,,,,0.0299616152546,0.43504746557,0.0167281829746,,0.0485813707989
