0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0387768899564,0.163579249681,0.0132478875579,0.0323926466114,0.0355060344544,0.0382657728498,0.0548841733004,0.0862086854201,0.0219845884307,0.0102631807256,0.0101797859873,0.12481460853,0.0142630465272,0.0292053489416,0.0125954773799,0.0423435985913,0.0194811106047,0.010849582416,0.0125564124886,0.0192969190216,0.0241687606732,0.0406468446354,0.0818661261152,0.0317215217437,0.0309017473556
0.0112814944435,0.102997116944,0.0105833880814,0.1212828025,0.143437455035,0.0241656646481,0.0329212727195,0.0121463348042,0.015839046594,0.0403080062349,0.0117235015786,0.0850361607232,0.0531320947619,0.020645459136,0.0779688513973,0.0299838414958,0.0437008017686,0.011096177755,,0.0684847584877,0.0257362232647,0.0126283639618,0.0122696525653,0.0109896218953,0.0121946597502
0.010377471833,0.0237145960241,0.0692389691209,0.0438147816074,0.0119368943213,0.0114867032812,0.319730980544,0.0139061219158,0.0492926203492,0.0163396700894,0.0182549170263,0.129838910837,0.0157294329918,0.0148753815135,0.0266415427209,0.015253975809,0.0104918896113,0.013830321235,0.0378267004487,0.035441773527,0.0244724376804,0.012360236442,0.0479149209521,0.0170645095293,0.0101642405893
0.0385864801754,0.0493030109709,0.0146057067558,0.0225405337077,0.0101499972276,0.0571198785273,0.0421892303678,0.0110749914839,0.0513117812853,0.0100112608158,0.0123346317394,0.115684926582,0.0407809438756,0.0442948777465,0.0223929976631,0.140245871271,0.0194607577215,0.016635195935,0.143375677686,0.0139572164118,,0.0738547252236,0.0156538218741,,0.0158008374971
0.0174933093715,0.0636115882027,0.0172288475856,0.0290685275554,0.0143436376985,0.020740826769,0.0198316372869,0.0143339015233,0.0279380266343,0.0106502649115,0.331327137682,,,0.0233234935648,0.153223342323,0.0117884017704,0.07769964665,0.0116683870976,0.0206317885453,0.0631413981559,,0.0142911815438,0.0113006324923,0.0146298785952,
0.139346326619,0.0101108323488,0.0162855487409,0.0155370227363,0.0118068514379,0.258533308658,0.0158305579453,0.0296227733098,0.0243828863309,,,0.0860265245981,0.0183154706432,0.0196925260928,0.0424639798527,0.0555869409587,,0.012348883665,,0.0112802326349,0.0244899762519,0.0612550642927,0.0282042178053,0.0400167060612,0.0486226597348
0.0366638976896,0.429708466484,0.0246418336685,0.0225984829251,0.0179005097605,0.0254577362452,0.0305730015668,0.0201715985622,0.0188311119058,,0.0125566233619,0.0217034883381,0.0145292533513,0.0262722992529,0.0279305829405,0.0269928649195,0.0136165051714,0.0102432236521,,0.016068005772,0.0149360754231,0.122569875668,0.0215958410567,0.0144924386029,0.0116828718919
0.0205129817042,0.0237806987624,0.0197519699281,0.0185202983051,0.11032348392,0.0309786319921,0.0644797063396,0.019472828716,0.0212308205141,0.195748585541,0.0227637601174,0.0604208842554,0.0385118235465,0.0176748756104,0.0173762808072,0.0217373913461,0.0192161723515,0.0226507611042,0.0174892800169,0.136208510121,0.0174641749442,0.0184996165667,0.0275740182692,0.0199815525566,0.0176308926644
0.0300079284723,0.0113439437234,0.0113422340083,0.0155828747261,,0.0126025139581,,0.0169236377293,0.010283251097,0.351458059796,0.189782733143,,0.016430144971,0.0102493985572,0.0187278871746,0.0160767758197,0.0179921388629,0.0769974363584,,0.0507458074987,0.0518949132987,0.0244777243312,,0.01446916569,0.0106687595392
0.24572911262,0.062272571404,0.0140184118125,0.0734052785472,0.0137436264839,0.0109608736298,0.0118579418891,0.0439430843673,0.0151612425573,,,0.0353248180101,0.01772916442,0.0150141365427,0.0390324200374,0.0408384676666,0.029672800093,,0.110021137185,0.0115727409929,0.0186468715173,0.0433920723774,0.0611728957694,0.0290374322665,0.031733750701
0.0735219014461,0.0230286577366,0.0257324958177,0.0486657385424,0.022482451027,0.0740107808462,0.023521685319,0.0593369562575,0.0271082431459,0.0247362380576,0.0252918691422,0.0293703234605,0.025548042812,0.0295562487848,0.0659080620008,0.0431241455162,0.0235306190868,0.042321467901,0.0256737300217,0.0228824099409,0.0339434808767,0.0449934081962,0.0337994023014,0.0298400244763,0.122071617286
0.0276732494691,0.0222894072245,0.0741821726241,0.0231296585211,0.0184277164898,0.0185504331585,0.0408198025904,0.0190507391907,0.017364648507,0.0265192437089,0.0350865260208,0.0418551457318,0.0117808253305,0.0131425183289,,0.0305959605545,,0.108836565788,0.0114898342301,0.0114257552415,0.282111555811,0.0236364757225,0.093869430545,0.0251510581347,
0.0344161946575,0.0666805858586,0.0671315400817,0.0126059344743,0.0182269819221,0.143581843994,0.0109866661029,0.0282895931674,0.0136515612141,,0.185481607586,0.0240405352873,,0.0188861860486,0.0460516547599,0.0164085716112,0.0359206091938,0.0626646015109,0.0623862656189,0.0351978857799,,0.028761952993,0.020712051945,0.0250740793409,0.0185248385831
0.0338598110535,0.0143477629157,0.0822395858136,0.0140371128778,0.327968182653,0.0320671810654,0.0145412584461,0.0538621714046,0.0103977600792,0.0300346151315,0.0212393181222,0.0552596662898,0.020254594334,0.0120566922239,0.0123425991752,0.0226566813326,0.0116624140955,0.0143074928196,0.0213809033428,0.0107424004433,0.0185786443394,0.0209281428365,0.0149193021371,0.112666638518,0.0176490685494
0.0893906876715,0.0104067194749,0.0112942199551,0.0187383599628,,0.210246715605,0.0167140020588,0.0254815677147,0.0153190454638,0.0245609331932,0.020713603344,0.0307346780658,0.0303140500302,0.0624762733069,,0.0127784752986,0.0114759585723,0.0121794929473,0.0101043196237,0.0164160614361,0.170107194556,0.031777106675,0.0779149282145,0.0346163983611,0.0389694017865
0.12518523961,0.0277369002542,0.0468555935267,0.0135423880764,0.0319117870179,0.0427135059188,0.0117334793177,0.032631972945,0.0344083127597,0.0106243081572,0.0136439714739,0.0247295097537,0.0223894741224,0.0492889323303,0.0169569925692,0.0157536303651,0.0241991229862,0.0267051630688,0.0856676829634,0.0135774732183,0.0137982343257,0.0346013882912,0.0207351518708,0.20203817031,0.0585716147676
0.0215327489147,0.0112054406783,0.0228255537,0.0232440590986,0.0125760178386,0.0364038968971,0.0544818485775,0.0447024786641,0.200727665813,0.0101510539641,0.0116689784027,0.0125744580235,0.0315963189375,0.0967083013764,0.0163866958697,0.0530879426787,0.045649717058,0.0120925375256,0.012807446508,0.0296799075096,0.1096653708,0.028570261855,0.0323139765788,0.0170276295323,0.052319693198
0.110724335797,0.020875434307,,0.0792980069125,0.0145480162618,0.192887954,0.0220219945502,0.014912472097,0.0110936429676,,,0.0210263515462,0.105712762626,0.0109550435491,0.141404050299,,0.0100872696102,,,0.0103973655073,,0.0185869560348,0.0580263156259,0.044024411861,0.0598686176273
0.164718570023,0.0511677676975,0.0331382112934,0.0300395345541,0.0322289783389,0.014301877861,0.0198685409735,0.022786019334,0.0122277228738,,0.0132220505887,0.0232565343369,0.0236032409843,0.0328357725961,0.248808569847,0.0116861248676,0.0207093471372,,0.0630570323321,,0.0149221618258,0.0670363959568,0.0257734423942,0.0137716618683,0.0383127206783
0.300870928778,0.0302174490832,,0.0384968674798,0.078965425179,0.0151936098976,,0.0421183756309,0.0108095170707,0.0163476890771,,0.173147900491,0.011110635719,0.0153770077311,0.0142504657823,0.0122713942858,0.0160330685572,,0.0211827210109,0.0501181374285,0.0197081794008,0.0361739341529,0.018440950328,0.0167112367075,0.0306415809129
0.038313030536,0.027132882918,,0.0330622773658,,0.0155379943427,,0.0306316527651,0.323423189948,0.0112668909576,0.0113887913244,0.199502627415,0.0210237573281,0.0143342038141,,0.0285989497692,,0.0167252819489,,0.0230433276675,0.0187356534188,0.0583113225601,0.0319656045481,0.0380061932219,
