0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.0155297211374,0.040647774567,0.0123910420276,0.0191516074645,0.0289543567697,,0.0173475063241,0.013184143144,0.0390525057292,0.0292067397276,0.0142866034866,0.031702042958,,0.0127440346481,0.0225342060625,0.0133312738608,0.0136528518151,0.0318886946947,,0.0215820722172,0.0304062624469,0.0249984017406,0.035503008873,0.0198591184992,0.0311253043815,0.0877084296568,0.0118835277583,0.0176031488925,0.0155319479374,0.0108393161465,0.0444006483939,0.11321926015,0.0619855996601,,0.0105845405736,0.0103441671022,0.0144562902956,0.012811245967,0.0118227988251,0.0235373416775
0.017666446663,,0.0171273779513,0.0511575010917,,0.0281689279913,0.0161066326424,0.0170632296058,0.0198530390037,0.017141505306,,0.0205344645365,0.0112264017804,0.0130804117716,,,,,,0.0158057690795,0.158578742331,0.0211528507306,,0.0233931743544,0.0161175147205,0.0936670086833,0.0116210144074,0.0126607791999,0.0408984922717,0.0180665180162,0.0221668782432,0.124757540974,,,0.0428343567819,,,0.0157573930679,0.0160708729119,0.0283300131465
0.037817312719,,0.0262459297543,,,0.0179441511291,0.0255804054835,0.0145848842535,0.183724218366,0.0334035498037,0.0240233486244,0.0241791706947,0.010817951778,,,,0.0128907411738,0.0104348583052,0.0140274170565,0.0534680414349,,0.0216031021401,0.0107483707724,0.0204017019678,0.0132387157279,0.189508206807,0.0161792615343,,,0.014543061836,0.0228154536389,0.0112468876118,,,0.0110330407281,0.0225700781405,,0.0320170311306,0.0229121287409,0.0100246765596
0.0136813240979,0.0148122695785,,0.0129271163252,0.249560229841,,0.010514751532,,0.0219612864135,0.0326352603168,0.010042285089,0.0113536909963,,0.0149506590782,0.0110280357981,0.0105635026442,,,0.0411759007312,0.0271391824682,,0.0138776555178,0.0158155070257,0.0207593311923,,0.123284802085,0.0117578478071,,0.0455449438016,0.0181008055888,0.0262775238493,0.014376315676,0.0146230147698,,0.0229326242525,,,0.0401267381138,0.0146841189204,0.0401174529808
0.0122411587711,0.0126201833648,,0.048428652158,0.0262196578747,,,0.0270711108671,0.0256116987138,0.0157858366379,0.0115241423534,,0.392069308458,,,,0.0205080856027,,0.0154225070221,0.0103040077932,0.0215057889752,0.0170943975336,0.0231897264619,0.0107656677308,0.0105223213497,0.0110809756113,,,0.0131502098974,,0.0136639761501,0.0869050795458,,,,0.0110391779284,,0.020636825602,,0.0158118221718
,0.0627001603591,,,0.0217902564357,,0.0218837105699,,0.0154382203035,0.0113082091783,,0.0413687443851,,,0.0129450563486,0.0286204931888,,0.0143971573723,,,,0.0240801830356,0.0239735953634,0.0335151348414,0.0186049801321,0.0497797039205,0.016183085668,0.035781678635,0.217500664198,,0.0205283223716,0.0128597035594,0.0132950473367,,0.0114014381785,0.0151445122349,0.0365807863346,0.0113048598019,,0.115257521076
0.0123117892925,,0.0178835824103,0.0100756211016,0.0466926317669,,,0.0169753949844,0.0283525884603,0.138787713586,,0.0198459371963,,0.0197111637805,0.0363318766765,,,0.0104878010732,,0.0161133924006,0.0223369810253,0.0105282677375,0.0139096575545,0.0118553649342,0.0134468131787,0.0120955239989,,0.0100794454479,0.0407891676197,,0.155848943699,0.170431289081,,,0.0111383672034,,,0.0140631643873,0.0100802953159,0.0231784847011
0.0173859377027,0.0156641045409,0.0182395237173,0.0168138566594,0.0142172184859,0.119468147108,0.0155476462832,0.0317577382025,0.0435766698717,0.0149511931879,0.0162886074224,0.0190349140122,0.0147901682243,0.0146702497798,0.015383326984,0.0148516969411,0.0133976212178,0.0255621172843,0.0144014695403,0.0162309704613,0.155378230256,0.0150377300378,0.0180611620247,0.0222041191467,0.0137052176953,0.0645496847624,0.0148239540413,0.0133998658587,0.0208485470637,0.0173013621109,0.0153330999957,0.0150425477839,0.0157972566832,0.0188722596362,0.0266555119698,0.0155273199152,0.0153089086346,0.015468771434,0.0184516823901,0.0159995909329
,0.0412640743813,,0.014175732198,0.011833038442,0.399856689623,0.0369293970067,0.0170257302905,,,0.0127345400088,,0.0711868306263,0.0182721842481,0.0143744566208,,,,,,0.0169759154223,0.0143698918403,0.0158699684405,0.0158858576173,,,,,,,0.0169420719477,,0.0135433664375,0.0723122983294,0.0118093354585,,,,0.0210980863559,0.0104239278573
,0.0130444979679,0.0102721996757,0.0211122448056,0.0185705402686,,,0.0127172540032,0.0106194879126,0.235888014704,0.0212240385898,0.0224012182041,,0.0149491461799,0.0637812738546,0.0326701337946,0.0115262468107,0.0242109094972,0.0127925668143,0.0194277508062,,0.0145463520061,0.0101391619188,0.0238240706711,0.0342266654141,0.0153836024382,0.0111364020943,0.015066674101,0.0110245805907,0.0106760584008,0.0188884073856,0.0290952587913,0.0511770790833,,0.01645136134,0.0101138953121,,0.0311688408911,,0.0811675324935
