"Beautiful","Confusing","Courageous","Fascinating","Funny","Informative","Ingenious","Inspiring","Jaw.dropping","Longwinded","OK","Obnoxious","Persuasive","Unconvincing"
0.0211364265062672,0.0271330405102932,0.0591789017851526,0.0695732369798684,0.0452578923863485,0.139460942494597,0.0574044498630312,0.161743158126315,0.0426734300742765,0.0543706809313106,0.054134119482292,0.0344647880741788,0.176435868540731,0.0570330642453389
0.0205901141403711,0.0136472991632425,0.0517529873096657,0.0848404104287592,0.00776282940856592,0.169824219715696,0.106279810257357,0.231503615777353,0.0661300194648657,0.0226052898894709,0.0355489081544611,0.0132291425377331,0.14909855738998,0.0271867963624791
0.018940474879711,0.0236487070859374,0.0819304349343772,0.0777639625494655,0.00695362480498423,0.207588228009399,0.0375319669917141,0.154765282001943,0.0501651020134299,0.0416913756321201,0.0368919550760511,0.0218360329696491,0.193537018482866,0.0467558345683519
0.0424137541626542,0.0191285539591333,0.061210404874687,0.140876094581124,0.0414490023292408,0.0961131253854832,0.0890423643650766,0.218433800301212,0.0780904922492183,0.0434673257835532,0.0490962291032545,0.0254213936697445,0.0651306682084329,0.0301267910271863
0.00854161762303186,0.0245945050074685,0.015244717433299,0.250937820163115,0.0102426175041877,0.279435138243566,0.0595784926235531,0.0585211593751336,0.12905767540647,0.0322862856987044,0.0292900644997138,0.0143417025100001,0.0645370915722684,0.0233911123394896
0.0299209565643382,0.0334394374544721,0.0380576344601175,0.120783719708788,0.12781215307244,0.0890918318413648,0.121715488967788,0.134029119453,0.0765273298831648,0.0483446687828459,0.0570484491625337,0.0333914130273411,0.052580717926874,0.037257079694932
0.0299552110453287,0.0224853910965324,0.0429698088424428,0.0976435017964929,0.0364047450865138,0.0950006249824433,0.162126883973325,0.180727649646564,0.0657701221385213,0.0362622336169338,0.0506558646367368,0.0281021647156847,0.0969790117964006,0.0549167866260797
0.0125766970386297,0.021450978679957,0.0480808787018697,0.0665992805210004,0.0286942630191589,0.232360835430715,0.0529771883818922,0.0949935514145215,0.046279084675348,0.0287176164880535,0.0535390966449179,0.0284511188904274,0.233301303364425,0.0519781067490833
0.0479005435923573,0.0129452897220854,0.0546784730336237,0.183015507405248,0.00714666734034722,0.0983087137940272,0.112056940107174,0.158253477533884,0.189024580056323,0.016462803886815,0.0267275611633056,0.0173272413582414,0.0559983894093296,0.0201538115972382
0.0890426132730315,0.0310014307731608,0.0371880218673863,0.11066819027243,0.0979915632806498,0.0843210849327175,0.0974800005229928,0.156024606520003,0.0353052617204791,0.0597436448062795,0.0688707812508611,0.0340179958499759,0.0598869569220373,0.0384578480079949
0.092357487205347,0.0348288158637334,0.0292397602967562,0.133961744593511,0.062040875697289,0.0539611581444518,0.129986290708229,0.114018670451198,0.0912416721877136,0.0475982477734633,0.0927307813816085,0.038216507150075,0.032494313874252,0.0473236746723719
0.0387879998808136,0.0285155757225032,0.0399552959864747,0.123733014808743,0.0988569353776208,0.18240848674177,0.0247962576287507,0.117780297779387,0.0341160456036933,0.0425582908113548,0.0582579589285177,0.0310467009199756,0.127382266569571,0.0518048732408247
0.0190291423618824,0.0272844229432141,0.0217173804930886,0.195174199968235,0.0112965652444637,0.159938668444883,0.074020570829762,0.128028822655522,0.0706785780011671,0.0525736185962235,0.0539177239220098,0.0223171293717694,0.0972155925299027,0.0668075846378769
0.0355201284087521,0.0326500566003504,0.0360975443336162,0.103131852624297,0.067774975414138,0.165265215409857,0.0707822204364648,0.0978914970386022,0.0478110762045312,0.0363009234745333,0.085610609192344,0.0344434357371137,0.125931107629608,0.0607893574957919
0.080166330640942,0.026068145479831,0.0760046411490472,0.112502427766212,0.0852750436836652,0.0991386942463263,0.0567518786635983,0.157738534944503,0.0574111522733062,0.0344358908163144,0.0690311374537409,0.031468006785767,0.0788210455591032,0.0351870705376432
0.0414561940482935,0.0342176434744806,0.0274327655462935,0.144331121415624,0.140011928976452,0.114611365368205,0.0702897968319303,0.0986507146397262,0.0568520766206282,0.0517424391359736,0.0588913147063826,0.0348350860734385,0.0831249558540297,0.0435525973085426
0.0989150119027293,0.0191901384328591,0.154520377165465,0.0891354882782252,0.0193593390416803,0.0797881279546929,0.0332997411905026,0.210525264135169,0.106343739527874,0.0308343887158218,0.0419398034573152,0.0256180805878547,0.0640772356734464,0.0264532639363646
0.0433211345955296,0.017977106784454,0.030212246746715,0.147401942323739,0.0199087895379839,0.092515204247933,0.148057910777506,0.233175053012897,0.0630877778928398,0.0289864071753962,0.0474985480357419,0.0191283019503708,0.0808076132760181,0.0279219636428755
0.0602197252916017,0.026101358239957,0.0217078629841741,0.166621674969286,0.0351621637023655,0.0715850089712426,0.175130197414096,0.169052445072423,0.0699618420889689,0.0524234281029902,0.0537209331740962,0.0259170747278177,0.0337408339372238,0.0386554513237577
0.0314507532815863,0.0283070789057073,0.0395775159565952,0.0761912030231577,0.173953766287162,0.0953561911849657,0.0920071974801548,0.145170522117492,0.038231582738234,0.043625680403521,0.0611092597687991,0.0353320733939796,0.096728536486743,0.0429586389719025
0.0393214051729851,0.0318298960286187,0.0752082508093894,0.0902359972273385,0.0609913073123007,0.153338783807604,0.0553890479443947,0.118104230794898,0.058420280491215,0.0337826607780197,0.0675323413676208,0.036590327455737,0.12962642125636,0.0496290495535187
0.0387528193229184,0.0243581796984345,0.0587918010511399,0.118030205826858,0.0366089420607971,0.166531162839792,0.0775937780991728,0.133197501895815,0.0755793707083825,0.0327144418284311,0.0491518337668032,0.0246171009324826,0.129426842057646,0.0346460199113254
0.0749427296484376,0.0289169823349054,0.0227024592488921,0.155831011688627,0.0138005022847326,0.139336646178073,0.114631199819491,0.137760621821436,0.0397588108698461,0.0648707488240542,0.0770111350161507,0.0257919933236557,0.0576382183178387,0.0470069406238594
0.0287478084401651,0.0292315902727938,0.114563124440655,0.0931849656260857,0.0148080044827231,0.142000563668178,0.03623536108957,0.170987173293456,0.0837901615158824,0.044588362889816,0.0352889406457888,0.0286018417291781,0.131909010453463,0.0460630914522447
0.0849409272461137,0.0127912428293356,0.147546750411397,0.0737007522914067,0.0146257285171059,0.0842819597574099,0.0220633803145881,0.316246415600992,0.0551143760939067,0.0223715706997159,0.0314896777240242,0.0165371723927393,0.0992471632170841,0.0190428829041814
0.0218179068089984,0.0320122141029227,0.0283655233541648,0.228933463921695,0.0361047827005346,0.168577890725144,0.109417078581499,0.085204930690153,0.114904888852738,0.0345550785818844,0.0391997026478978,0.0185550036316193,0.0567488188565898,0.0256027165441608
0.0706532707348198,0.0170674945057317,0.097703364589974,0.085791365745232,0.0348971489111503,0.0901217031337881,0.0809471372850199,0.277050292041915,0.0498765724178307,0.0239324639484969,0.0431886755692427,0.0196817501706051,0.0851029281208464,0.0239858328253477
