"Beautiful","Confusing","Courageous","Fascinating","Funny","Informative","Ingenious","Inspiring","Jaw.dropping","Longwinded","OK","Obnoxious","Persuasive","Unconvincing"
0.0233823242542548,0.0243622357409194,0.0615928332796774,0.0726146842044472,0.0451160800544026,0.153769004646002,0.0559926680370946,0.176980338159001,0.0348762202323866,0.0465385151766675,0.0541299703356797,0.0308582074507521,0.166787587849327,0.0529993305793882
0.0230736740988024,0.0117606591102866,0.0536383816605328,0.0869478788337416,0.00762816189050194,0.183779496723762,0.100684318733216,0.25749199580885,0.0496178007642554,0.018399422139295,0.0346330514751093,0.0113243591919085,0.136611004625702,0.0244097949440361
0.0214069684910677,0.0205078210670364,0.0859841577989616,0.0807157533847145,0.00692280930840476,0.229248516127812,0.0361579493711661,0.170864071010068,0.0382861854145812,0.0336769679866831,0.0365260406160132,0.0187145857267527,0.178721025561968,0.0422671481347712
0.0461329181368189,0.0176632763479638,0.0640454999349164,0.14377700033547,0.0414665476129038,0.102288699319882,0.0865602254703287,0.233525747716684,0.064347062235979,0.0377220281334337,0.0490940634268546,0.0232060256605988,0.0618792379013903,0.0282916677667751
0.00932781167020354,0.0223118307803269,0.016023011609939,0.256135649140283,0.0101962832678277,0.299880188344296,0.0582654346357484,0.064222948082236,0.110524354286305,0.0283821946118521,0.0289969853958184,0.0130654003929082,0.060709408153454,0.0219584996288019
0.0328664944211137,0.0309974116285354,0.0394816387907765,0.124851554304495,0.127616398788528,0.096534563240398,0.119758951684947,0.142930340448657,0.0666395289002969,0.0431865728531607,0.0576475050875706,0.0308503224519247,0.0510909488039876,0.0355477685956092
0.0349113617175808,0.0199340021285978,0.0458928178636463,0.102435637992301,0.0368799204539127,0.105881555532299,0.157256294040866,0.198692643349261,0.0508414969158436,0.0303842627931046,0.0509643163799219,0.0247683303873258,0.0905858621037765,0.0505714983415622
0.0142484155905445,0.0184645071784006,0.0505245860535277,0.0708991854739997,0.0281188471936002,0.263229721904326,0.0508827844212459,0.108335630623545,0.0330227343546205,0.0230024950203186,0.0529518948241448,0.0244133442071149,0.214933903854205,0.0469719493004067
0.0551162368326703,0.0108812795984416,0.0581517226341499,0.195736022932878,0.00722419293529589,0.115813231736436,0.108418121962102,0.183988174880462,0.141770898699639,0.0123413693938002,0.0270086611834276,0.0144641489378919,0.051099199385582,0.0179867388872232
0.0948394735895169,0.0286593000704673,0.0382953723177484,0.11250122566999,0.0979691589892186,0.0917091356002631,0.095049879954724,0.163401026577631,0.031367007297594,0.0518934861772346,0.069113329885706,0.0313283296607651,0.0575138813194448,0.0363593928896963
0.112721325580288,0.0298680029265376,0.0314374874813834,0.144003926042832,0.0623328626563517,0.0623677347534,0.12542482830345,0.132621086831917,0.0635525604500257,0.0371567388429564,0.0937103907161635,0.0323933440567739,0.0298056671748162,0.0426040441831054
0.0424622101477255,0.0245994532735919,0.0411029346879841,0.129520948107589,0.0967533585904944,0.205880618846635,0.0236245290875223,0.129275721014657,0.0261487747281709,0.0348421249880664,0.0569924282945633,0.0265984247942008,0.115849706297901,0.0463487671408983
0.021405977297173,0.0248296934914331,0.0230204196864972,0.201864633558536,0.011450953673309,0.170626848732362,0.0726416340762889,0.140630369732167,0.0575421889585929,0.0456251210211282,0.0537366891546781,0.020255747226937,0.0933709770800115,0.0629987463108863
0.041677997125621,0.0275942461957037,0.038439247127038,0.110183700052634,0.0668514408525071,0.191656866509189,0.0677687290894226,0.114496420313598,0.0329199900448546,0.028134229649674,0.0849075878909916,0.0287895312340847,0.112889296682392,0.0536907172322903
0.0902917203208482,0.0221406916719977,0.0785391205234602,0.117772672508708,0.0833166067569766,0.111769694272011,0.0540108312561956,0.178531438978892,0.0404871947571077,0.0270407573946611,0.0678997839717753,0.0264054219030823,0.0706246831784237,0.0311693825058607
0.0449602228008778,0.0322877088235651,0.0286378269074188,0.148270409428223,0.140284056052328,0.121995503456238,0.0696450122684408,0.103264109001518,0.0497800789139763,0.0474988213656809,0.0589785611477667,0.0327787720600448,0.0798314638314777,0.0417874539424439
0.111371537231299,0.0167795312359277,0.159158449313725,0.0926913745770519,0.0193120825735808,0.0870359636992412,0.0320576712542239,0.231159952922981,0.0782012533914478,0.0252711408795411,0.0414648493023252,0.0221928252680147,0.0592911170098633,0.0240122513407773
0.046532760087404,0.0160898464089613,0.0315752441445398,0.149407535001377,0.019621723540612,0.098603985315829,0.142126202421593,0.253566839221245,0.0507849595237271,0.025025905488672,0.046677035958586,0.0170472923140669,0.0769965898027197,0.0259440807706669
0.0646030311555747,0.0247466950032929,0.0222410779241627,0.168643120736116,0.0354191184595487,0.0756482223448123,0.172357481664215,0.17619551124337,0.0638577304856386,0.0478495275966839,0.05385174718923,0.0243741724051822,0.0329784223836288,0.037234141408545
0.0347440654621986,0.0258180812040516,0.0407744135679881,0.0791281410038207,0.172176538369986,0.105075799307652,0.0899877420852558,0.156572036121939,0.0321710160314826,0.0381095832689776,0.061148091673483,0.0320509641833716,0.0919428322607784,0.0403006954590161
0.0453266776082603,0.0271162102630534,0.0798449592808708,0.0958685843358754,0.0604060246457547,0.176704591002623,0.0531239886991551,0.134879471543054,0.0414770240823886,0.0265338257692761,0.0672038165922632,0.030804296689027,0.116623909451539,0.0440866200368604
0.0452707089969453,0.0206303819429172,0.0626421082126272,0.124791424471076,0.0360333256831392,0.190822487573058,0.0744195043116302,0.15429780483734,0.0513246406904113,0.0253360915108711,0.0487762511392402,0.0205043599013889,0.114601588863294,0.0305493218660607
0.0817768062600995,0.0257724222539185,0.0238342552318253,0.158906477086225,0.0139297009939885,0.153531888615898,0.110061681018568,0.149334174894984,0.0323475569963104,0.052964486524747,0.0769934974898259,0.0228689146613356,0.0543552787872113,0.0433228591850637
0.0319134282228984,0.0263785010321246,0.117764521656198,0.0976373561352308,0.0149145037459066,0.155597545719798,0.0355236407353119,0.185316783352308,0.0679818068192125,0.0383715663251636,0.0354197706607658,0.0256823349781563,0.124530121814778,0.0429681188021476
0.0909842551813477,0.0109711859143643,0.148442204488757,0.0746260390262133,0.0142365052372664,0.0911041143760925,0.0208090342646447,0.341024095622133,0.0398714476369222,0.017951267593011,0.0303438695759425,0.0140196207515993,0.0887186024593324,0.0168977578723732
0.0239524588360024,0.0292475195699097,0.0296173959929566,0.236088849484964,0.0360118827989191,0.182860542905331,0.107293852865586,0.092534795789745,0.0987174713905227,0.0302607357073612,0.0391263932992908,0.0168787359294259,0.0533379278016157,0.0240714376283706
0.0782535431030627,0.0144823753955761,0.100269034525724,0.0871393542665973,0.0339674807604752,0.0995687953002902,0.075927223366335,0.298963219804218,0.0366059802233405,0.0189060782598571,0.0420088698954953,0.0165042226359335,0.0762072507412461,0.0211965717218482
0.00651004886879794,0.020786589977686,0.0106529732512849,0.205460164540787,0.00641803468485396,0.27876203018723,0.105212851705605,0.0860302805290531,0.0604424310983075,0.0351562916084267,0.0429150113696204,0.0126890821315467,0.0847951662512826,0.0441690437955184
0.0254349736376085,0.0239364838180013,0.0328399030754262,0.200174896814833,0.023417442422292,0.206886553381518,0.0670339782126188,0.112974905411729,0.0596575395912963,0.033753698616531,0.0431519026131457,0.0230659142096225,0.105274898946783,0.0423969092485947
0.140333983788648,0.0109767208263378,0.0362958729218931,0.229768110102533,0.0126478361700766,0.129010257930869,0.0482586470829857,0.177634076030294,0.0903833216458683,0.0192203683656361,0.0277461040870398,0.0126264924324973,0.0487404902694057,0.016357718345916
0.0574245913681945,0.0252064712267482,0.02594899932057,0.237481285783184,0.0181483262635197,0.174445796018293,0.0353494273661735,0.140652111764511,0.0577478323664042,0.0446133195061103,0.0480793273899404,0.0192914553642333,0.0752409888785444,0.0403700673835726
0.047360340659205,0.0191356545006412,0.0492722564920793,0.122626358679209,0.0433989154599927,0.108285808396836,0.137879271247269,0.235768877536655,0.0497340125918163,0.0333707389794242,0.0471574026558654,0.0190023845022365,0.0616806780175874,0.0253273002811834
0.115728557533708,0.0270623041589641,0.0288309802182652,0.157300271976408,0.0645036318560284,0.0751374182179627,0.117662994065443,0.134912001705536,0.0686333647904488,0.0288892943366491,0.0686206825722387,0.0305790977187501,0.0434772780899525,0.0386621227596456
0.133107751874512,0.0288494516669097,0.0287006380006787,0.140324894303415,0.119059346602847,0.0464187834799884,0.0955726825985221,0.136320850955278,0.0583287603766882,0.0326479336744738,0.0645259420455668,0.0366708576864514,0.0383820474103543,0.0410900593243138
0.0465544174492042,0.0278475219332356,0.0249044706686012,0.224470404254614,0.0124559277034642,0.209684135851192,0.0442343084256033,0.125749117880735,0.0449187991207252,0.0414926674568991,0.0560957772488484,0.0168025607464197,0.07857249487618,0.0462173963842781
0.0379660677582591,0.0239843943217625,0.0153548038278503,0.259674656565948,0.0176140983306494,0.120361952301973,0.181769531891961,0.121813947042739,0.100226544592073,0.0246690411913036,0.0350562285495203,0.0128818490382184,0.0275119734417427,0.0211149111459999
